nama,kalori,lemak,karbo,protein,lemak_jenuh,kolesterol_mg,sodium_mg,serat_g,gula_g,url,keyword
Bumbu Nasi Goreng Pedas,25,1.0,2.0,1.0,0.0,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/bamboe/bumbu-nasi-goreng-pedas/1-serving,Nasi Goreng
Perencah Nasi Goreng,35,1.0,5.0,1.0,0.0,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/adabi/perencah-nasi-goreng/1-porsi,Nasi Goreng
Klean Fried Rice (Shirataki),338,18.0,12.0,41.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/klean-bowl/klean-fried-rice-(shirataki)/1-porsi,Nasi Goreng
Tuna Rica-Rica Untuk Nasi Goreng,160,11.0,6.0,9.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/vinisi/tuna-rica-rica-untuk-nasi-goreng/1-serving,Nasi Goreng
Kung Pao Fish with Yang Chow Fried Rice,473,13.0,47.0,42.0,0.18,0.0,301.0,1.8,0.35,https://www.fatsecret.co.id/kalori-gizi/yellowfit/kung-pao-fish-with-yang-chow-fried-rice/1-serving,Nasi Goreng
Bumbu Nasi Goreng Rendang,15,0.0,3.0,0.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/royco/bumbu-nasi-goreng-rendang/1-sajian,Nasi Goreng
Nasi Goreng HK Shirataki + Ayam Koloke Oven,251,8.6,18.2,22.7,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/shine-cake/nasi-goreng-hk-shirataki-ayam-koloke-oven/1-porsi,Nasi Goreng
Madura Fried Rice Shirataki,345,19.0,18.0,28.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/klean-bowl/madura-fried-rice-shirataki/1-porsi,Nasi Goreng
Bumbu Racik Nasi Goreng Sambal Matah,10,0.0,2.0,0.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/indofood/bumbu-racik-nasi-goreng-sambal-matah/1-porsi,Nasi Goreng
Baked Rice Shirataki Seafood Doria,394,17.0,14.0,46.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/sisu-healthy-eatery/baked-rice-shirataki-seafood-doria/1-serving,Nasi Goreng
Rajungan dengan Bumbu Nasi Goreng,120,6.0,5.0,12.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/vinisi/rajungan-dengan-bumbu-nasi-goreng/1-porsi,Nasi Goreng
Beef Broccoli Fried Rice,268,12.0,26.0,13.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/satu-porsi/beef-broccoli-fried-rice/1-porsi,Nasi Goreng
Tuna Bumbu Nasi Goreng,210,12.0,6.0,20.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/superindo/tuna-bumbu-nasi-goreng/100g,Nasi Goreng
Nasi Gila Shirataki,369,16.0,18.0,36.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/klean-bowl/nasi-gila-shirataki/1-porsi,Nasi Goreng
Ikan dan Ayam Sambal Kecombrang With Nasi Goreng Kecombrang,455,11.0,48.0,41.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ikan-dan-ayam-sambal-kecombrang-with-nasi-goreng-kecombrang/1-porsi,Nasi Goreng
Nasi Goreng Oatmeal,321,12.89,45.09,9.53,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/umum/nasi-goreng-oatmeal,Nasi Goreng
Bumbu Nasi Goreng Jawa,40,2.0,4.0,1.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/bamboe/bumbu-nasi-goreng-jawa/100g,Nasi Goreng
Sauteed Tuna Rice,394,12.3,39.0,31.2,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/carbs-n-co/sauteed-tuna-rice/1-porsi,Nasi Goreng
Thai Tamarind Sauce Fish with Pineapple Fried Rice,578,21.0,46.0,51.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/healthy-go/thai-tamarind-sauce-fish-with-pineapple-fried-rice/1-serving,Nasi Goreng
Shirataki Yakimeshi Chicken,279,12.1,17.2,27.6,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/easy-peasy/shirataki-yakimeshi-chicken/1-porsi,Nasi Goreng
Singapore Fried Rice (Shirataki),302,20.0,8.0,31.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/klean-bowl/singapore-fried-rice-(shirataki)/1-porsi,Nasi Goreng
Special Fried Red Rice - Chicken,393,10.59,51.34,22.81,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/fitfut/special-fried-red-rice-chicken/1-porsi,Nasi Goreng
Special Fried Red Rice - Tuna,404,10.67,53.06,24.61,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/fitfut/special-fried-red-rice-tuna/1-porsi,Nasi Goreng
Fire Chicken Fried Rice - Shirataki Rice,306,13.0,13.0,35.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/klean-bowl/fire-chicken-fried-rice-shirataki-rice/1-porsi,Nasi Goreng
SG Fried Rice - Brown Rice,462,15.0,44.0,38.0,0.18,0.0,301.0,1.8,0.35,https://www.fatsecret.co.id/kalori-gizi/klean-bowl/sg-fried-rice-brown-rice/1-porsi,Nasi Goreng
Panas Gulai Fried Chicken with Serundeng Rice and Cheesy Scrambled Egg + Sauted Brocoli and Carrot,483,16.0,47.0,37.0,0.18,0.0,301.0,1.8,0.35,https://www.fatsecret.co.id/kalori-gizi/healthy-go/panas-gulai-fried-chicken-with-serundeng-rice-and-cheesy-scrambled-egg-sauted-brocoli-and-carrot/1-serving,Nasi Goreng
Classic Sweet and Sour Prawn with Cantonese Fried Rice,471,16.0,48.0,32.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/healthy-go/classic-sweet-and-sour-prawn-with-cantonese-fried-rice/1-serving,Nasi Goreng
Bumbu Nasi Goreng Rasa Sambal Matah,10,0.0,1.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sasa/bumbu-nasi-goreng-rasa-sambal-matah/1-serving,Nasi Goreng
Bumbu Racik Nasi Goreng Ekstra Pedas,20,0.0,4.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indofood/bumbu-racik-nasi-goreng-ekstra-pedas/1-porsi,Nasi Goreng
Sate Lilit with Nasi Goreng Bali,514,14.0,64.0,33.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/sate-lilit-with-nasi-goreng-bali/1-serving,Nasi Goreng
Nasi Goreng Ijo With Ayam Geprek,399,7.0,52.0,32.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fit-solution/nasi-goreng-ijo-with-ayam-geprek/1-porsi,Nasi Goreng
Bumbu Racik Nasi Goreng Spesial Sosis,20,0.0,3.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indofood/bumbu-racik-nasi-goreng-spesial-sosis/1-porsi,Nasi Goreng
NASI GORENG ABANG WITH GRILLED PRAWN & CHICKEN,398,6.5,47.0,38.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fit-solution/nasi-goreng-abang-with-grilled-prawn-chicken/1-porsi,Nasi Goreng
Nasi Goreng Pete With Grilled Chicken Breast,359,7.0,34.0,40.0,2.17,83.0,393.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fit-solution/nasi-goreng-pete-with-grilled-chicken-breast/1-porsi,Nasi Goreng
Ikan Sambal Kecombrang with Nasi Goreng Kecombrang,481,13.0,64.0,27.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit/ikan-sambal-kecombrang-with-nasi-goreng-kecombrang/1-serving,Nasi Goreng
Ayam Goreng Merah with Nasi Lemak Bunga Telang,487,17.0,49.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/ayam-goreng-merah-with-nasi-lemak-bunga-telang/1-serving,Nasi Goreng
Oseng Bakso Sambal Ijo With Nasi Goreng Gulai,440,12.0,45.0,37.0,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/healthy-go/oseng-bakso-sambal-ijo-with-nasi-goreng-gulai/1-porsi,Nasi Goreng
Ikan & Ayam Sambal Kecombrang With Nasi Goreng Kecombrang,455,11.0,48.0,41.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ikan-ayam-sambal-kecombrang-with-nasi-goreng-kecombrang/1-porsi,Nasi Goreng
Udang Goreng Saus Lada Hitam with Nasi Liwet,490,14.0,62.0,29.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit/udang-goreng-saus-lada-hitam-with-nasi-liwet/1-porsi,Nasi Goreng
Ikan Saus Nyonya With Nasi Goreng Kecombrang + Free Tempe Balado,494,14.0,62.0,30.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ikan-saus-nyonya-with-nasi-goreng-kecombrang-free-tempe-balado/1-porsi,Nasi Goreng
Lele Goreng,105,2.85,0.0,18.47,2.76,59.0,338.0,0.4,0.72,https://www.fatsecret.co.id/kalori-gizi/umum/lele-goreng,Nasi Goreng
Tahu Goreng,35,2.62,1.36,2.23,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/tahu-goreng,Nasi Goreng
Nasi Putih (Biji-Panjang),675,1.22,147.91,13.19,0.08,0.0,365.0,0.4,0.05,https://www.fatsecret.co.id/kalori-gizi/umum/nasi-putih-(biji-panjang),Nasi Goreng
"Nasi Merah (Butir-Panjang, Dimasak)",111,0.9,22.96,2.58,0.18,0.0,301.0,1.8,0.35,https://www.fatsecret.co.id/kalori-gizi/umum/nasi-merah-(butir-panjang-dimasak),Nasi Goreng
"Nasi Putih (Butir-Panjang, Dimasak)",130,0.28,28.17,2.69,0.08,0.0,365.0,0.4,0.05,https://www.fatsecret.co.id/kalori-gizi/umum/nasi-putih-(butir-panjang-dimasak),Nasi Goreng
Nasi Goreng Bali With Ayam Suwir Bumbu Bali + Free Tempe Balado,546,14.0,71.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/nasi-goreng-bali-with-ayam-suwir-bumbu-bali-free-tempe-balado/1-porsi,Nasi Goreng
Ayam Bumbu Hitam Madura with Nasi Tutug Oncom + Tempe Goreng Bawang,503,15.0,57.0,35.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit-kitchen/ayam-bumbu-hitam-madura-with-nasi-tutug-oncom-tempe-goreng-bawang/1-serving,Nasi Goreng
Ayam Pesmol Khas Sunda With Nasi Goreng Cabe Ijo + Tahu Isi,444,12.0,45.0,37.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/ayam-pesmol-khas-sunda-with-nasi-goreng-cabe-ijo-tahu-isi/1-porsi,Nasi Goreng
"Nasi Merah (Butir-Sedang, Dimasak)",112,0.83,23.51,2.32,0.18,0.0,301.0,1.8,0.35,https://www.fatsecret.co.id/kalori-gizi/umum/nasi-merah-(butir-sedang-dimasak),Nasi Goreng
"Nasi Putih (Butir-Sedang, Dimasak)",130,0.21,28.59,2.38,0.08,0.0,365.0,0.4,0.05,https://www.fatsecret.co.id/kalori-gizi/umum/nasi-putih-(butir-sedang-dimasak),Nasi Goreng
Gado Gado,132,7.41,10.9,7.14,0.13,0.0,549.0,9.3,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/gado-gado,Gado Gado
Gado-Gado,400,0.0,34.0,56.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/gado-gado-boplo/gado-gado/1-porsi,Gado Gado
Sambal Gado Gado,30,1.0,4.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kokita/sambal-gado-gado/1-saji,Gado Gado
Latte Gayo,120,2.5,22.0,2.0,0.01,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indocafe/latte-gayo/1-bottle,Gado Gado
Rendang,195,11.07,4.49,19.68,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/rendang,Rendang
Rendang,193,7.9,7.8,22.6,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/rendang/100g,Rendang
Rendang Sapi,200,14.0,11.0,7.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mercon-merah-putih/rendang-sapi/1-porsi,Rendang
Nasi Rendang,470,8.0,83.0,17.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/circle-k/nasi-rendang/1-porsi,Rendang
Rendang Daging,500,43.0,14.0,15.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pagi-sore/rendang-daging/100g,Rendang
Bumbu Rendang,25,1.0,2.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bamboe/bumbu-rendang/1-porsi,Rendang
Ayam Rendang,338,19.01,10.29,32.76,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ayam-rendang,Rendang
Rendang Daging Sapi,150,10.0,6.0,10.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pronas/rendang-daging-sapi/100g,Rendang
Sambal Rendang,20,1.0,3.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/finna/sambal-rendang/1-porsi,Rendang
Bumbu Rendang Padang,30,2.0,3.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kokita/bumbu-rendang-padang/1-porsi,Rendang
Bumbu Rendang,25,1.5,2.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indofood/bumbu-rendang/1-porsi,Rendang
Bumbu Rendang,60,4.5,3.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kobe/bumbu-rendang/1-porsi,Rendang
Bumbu Rendang,110,6.0,10.0,2.0,0.0,0.0,20.0,9.0,6.23,https://www.fatsecret.co.id/kalori-gizi/sasa/bumbu-rendang/1-porsi,Rendang
Rendang Baked Potato Crisps,60,3.0,10.0,1.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/tricks/rendang-baked-potato-crisps/1-porsi,Rendang
NASI PADANG WITH LEAN BEEF RENDANG,453,17.0,39.0,36.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fit-solution/nasi-padang-with-lean-beef-rendang/1-porsi,Rendang
Mi Goreng Rasa Rendang JUMBO,530,23.0,68.0,12.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/indomie/mi-goreng-rasa-rendang-jumbo/1-porsi,Rendang
Beefless Rendang,185,13.3,9.9,9.3,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/burgreens/beefless-rendang/100g,Rendang
Nasi Basmati Multigrain Sapi Rendang,350,14.0,40.0,13.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mini-calore/nasi-basmati-multigrain-sapi-rendang/1-porsi,Rendang
Basreng (Pedas Rendang),333,16.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/geli-chips/basreng-(pedas-rendang)/1-sajian,Rendang
Shirataki Nasi Liwet Ayam Rendang,522,22.0,34.0,44.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mini-calore/shirataki-nasi-liwet-ayam-rendang/1-porsi,Rendang
Nasi Padang Rendang,980,55.0,95.0,28.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/padang/nasi-padang-rendang/1-porsi,Rendang
Nasi Merah Bakar Sapi Rendang,295,16.0,27.0,10.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mini-calore/nasi-merah-bakar-sapi-rendang/1-porsi,Rendang
Mi Goreng Rasa Kebab Rendang,370,14.0,55.0,6.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/indomie/mi-goreng-rasa-kebab-rendang/1-bungkus,Rendang
Mi Goreng Rasa Rendang,100,1.0,23.0,1.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/ashitaki/mi-goreng-rasa-rendang/1-bungkus,Rendang
Bumbu Rendang,35,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/finna/bumbu-rendang/1-porsi,Rendang
Roti Bluder Isi Rendang,190,7.0,26.0,6.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/mr-bread/roti-bluder-isi-rendang/1-bungkus,Rendang
Ready Meal Rice with Beef Rendang,570,24.0,66.0,22.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fiesta/ready-meal-rice-with-beef-rendang/1-serving,Rendang
Mie Instan Rasa Rendang,290,5.0,54.0,8.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/lemonilo/mie-instan-rasa-rendang/1-porsi,Rendang
Rice with Chicken Rendang,690,32.0,48.0,51.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fiesta/rice-with-chicken-rendang/1-serving,Rendang
Shirataki Nasi Oseng Sapi Rendang,343,11.13,43.9,22.22,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mini-calore/shirataki-nasi-oseng-sapi-rendang/1-porsi,Rendang
Mie Sukses Isi 2 Rasa Rendang,620,26.0,80.0,16.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/wings-food/mie-sukses-isi-2-rasa-rendang/1-bungkus,Rendang
Mi Goreng Rasa Rendang,420,16.0,59.0,9.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/indomie/mi-goreng-rasa-rendang/1-bungkus,Rendang
Mie Goreng Rendang Jumbo,530,23.0,68.0,12.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/indomie/mie-goreng-rendang-jumbo/1-porsi,Rendang
Chicken Rendang,399,21.0,4.0,55.0,2.17,83.0,393.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthi/chicken-rendang/1-porsi,Rendang
Shirataki Beefless Rendang,281,13.0,27.0,14.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mini-calore/shirataki-beefless-rendang/1-porsi,Rendang
Hype Abis Mi Nyemek Ala Jogja Rasa Rendang,390,15.0,53.0,9.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/indomie/hype-abis-mi-nyemek-ala-jogja-rasa-rendang/1-bungkus,Rendang
Vegan Rendang Bowl,481,14.0,67.0,27.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/burgreens/vegan-rendang-bowl/1-porsi,Rendang
Nasi Goreng Rendang,482,19.0,13.0,49.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sisu-healthy-eatery/nasi-goreng-rendang/1-porsi,Rendang
Chicken Rendang Meatloaf,454,15.0,45.0,34.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/chicken-rendang-meatloaf/1-porsi,Rendang
Sambal Rendang,20,1.0,3.0,0.0,0.01,0.0,167.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/uleg/sambal-rendang/1-porsi,Rendang
Ayam Pop with Nyonya Herb Rice + Tahu Bumbu Rendang,503,15.0,57.0,35.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit-kitchen/ayam-pop-with-nyonya-herb-rice-tahu-bumbu-rendang/1-serving,Rendang
Chicken Rendang Sauce with Brown Rice Pilaf + Tomato Soup,472,12.0,49.0,42.0,0.05,0.0,5.0,1.2,2.63,https://www.fatsecret.co.id/kalori-gizi/yellowfit/chicken-rendang-sauce-with-brown-rice-pilaf-tomato-soup/1-porsi,Rendang
Nasi Padang Ayam Rendang Fukumi,258,7.6,13.2,25.6,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/shine-cake/nasi-padang-ayam-rendang-fukumi/1-porsi,Rendang
Chicken Rendang,260,16.0,22.0,6.0,1.51,23.0,113.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fiesta/chicken-rendang/100g,Rendang
Sambal Nusantara Rendang,45,1.5,7.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/abc/sambal-nusantara-rendang/1-porsi,Rendang
Bubble Crumbs Rendang Chicken,494,17.0,49.0,34.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/bubble-crumbs-rendang-chicken/1-serving,Rendang
Nasi Goreng Rendang,448,12.0,49.0,36.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/nasi-goreng-rendang/1-porsi,Rendang
Beef Rendang Wrap + Sweet Potato Fries,487,15.0,50.0,38.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/beef-rendang-wrap-sweet-potato-fries/1-porsi,Rendang
Pilus Rendang,70,3.5,10.0,0.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/garuda/pilus-rendang/1-serving,Rendang
Beef Hamburg With Rendang Sauce And Serundeng Rice + Kentang Mustofa,547,15.0,73.0,30.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/beef-hamburg-with-rendang-sauce-and-serundeng-rice-kentang-mustofa/1-porsi,Rendang
Ayam Rendang,242,4.6,23.1,27.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/daily-intake/ayam-rendang/1-porsi,Rendang
Protemil Rendang,70,3.0,6.0,6.0,0.0,0.0,163.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/proteina/protemil-rendang/1-sachet,Rendang
Nasi Ayam Rendang,450,11.0,62.0,27.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healths-kitchen/nasi-ayam-rendang/1-porsi,Rendang
Bubblecrumbs Rendang Chicken Katsu With Gulai Fried Rice + Telur Balado,486,16.0,47.0,37.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/bubblecrumbs-rendang-chicken-katsu-with-gulai-fried-rice-telur-balado/1-porsi,Rendang
Beef Rendang Wellington With Potato Wedges + Telur Dadar Padang,460,15.0,47.0,33.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/beef-rendang-wellington-with-potato-wedges-telur-dadar-padang/1-porsi,Rendang
Ketupat Sayur Padang Rendang And Low Calorie Nata De Coco,450,15.0,46.0,31.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/ketupat-sayur-padang-rendang-and-low-calorie-nata-de-coco/1-porsi,Rendang
Chicken Rendang,399,21.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/gracious-healthy/chicken-rendang/1-bungkus,Rendang
Mie Goreng Rendang,290,5.0,54.0,8.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/lemonilo/mie-goreng-rendang/1-bungkus,Rendang
Udang Saus Padang With Nasi Uduk + Free Tahu Bumbu Rendang,523,15.0,68.0,29.0,0.45,206.0,613.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit-kitchen/udang-saus-padang-with-nasi-uduk-free-tahu-bumbu-rendang/1-porsi,Rendang
Daging Rendang Sambal Hijau,510,18.0,61.0,26.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yummy-choice/daging-rendang-sambal-hijau/1-porsi,Rendang
Mie Goreng Rasa Rendang,420,19.0,54.0,9.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/indofood/mie-goreng-rasa-rendang/1-bungkus,Rendang
Ayam Pop with Nyonya Herb Rice + Free Tahu Bumbu Rendang,503,15.0,57.0,35.0,0.18,0.0,301.0,1.8,0.35,https://www.fatsecret.co.id/kalori-gizi/yellow-fit/ayam-pop-with-nyonya-herb-rice-free-tahu-bumbu-rendang/1-porsi,Rendang
Racik Bumbu Spesial Rendang,25,1.5,3.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indofood/racik-bumbu-spesial-rendang/1-serving,Rendang
Bept Rendang Neatioaf With Creamy Gulai Penne And Terong Balado,458,17.0,45.0,31.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/bept-rendang-neatioaf-with-creamy-gulai-penne-and-terong-balado/1-porsi,Rendang
Momogi Rendang,60,3.5,7.0,1.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/momogi/momogi-rendang/1-bungkus,Rendang
Signature Beef Rendang,478,29.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/gracious-healthy/signature-beef-rendang/1-porsi,Rendang
Tictac Rasa Rendang,70,3.5,10.0,0.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/dua-kelinci/tictac-rasa-rendang/kemasan,Rendang
Ayam Pop with Red Grain Rice Free Tahu Bumbu Rendang,503,15.0,58.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit-kitchen/ayam-pop-with-red-grain-rice-free-tahu-bumbu-rendang/1-serving,Rendang
Udang Saus Padang with Red Grain Rice + Free Tahu Bumbu Rendang,519,15.0,69.0,27.0,0.45,206.0,613.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit-kitchen/udang-saus-padang-with-red-grain-rice-free-tahu-bumbu-rendang/1-serving,Rendang
Nasi Uduk,260,12.95,32.84,4.07,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/nasi-uduk,Nasi Uduk
Nasi Uduk Komplit,476,12.0,49.0,43.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/nasi-uduk-komplit/1-porsi,Nasi Uduk
